category,sentence
0,7498099 1701867368 7954788 444234035047 8749483025369099635 431198596968 125779869724514 495740283234 1953390947 111516484658547 448629993325 418532063333 1752392035 125040764094556155165108323 1701669236 
0,33618059564510514 1952937068 6383713 
0,29301 7237480 6447468 
0,1953390947 1801677168 435644491888 7564400 1684956531 28542640894207341 
0,7955816 13563813365051504 3158073 604545536246279472495816425330927982 7957695015157985132 6711671 2148136351548792205922 125780003479912 
1,1851980497629398331238 497770414413274886451506 33899465721602413 1907970643477056939373 7564659 500135455841 12340 32481121341301101 1819042147 69159964649657175009933616 7311142548648781170 8315165955255919981 32481121341301101 2036738699606763856739 
0,7106412 6840686 6578530 1685024615 34186468320699762 461229090915 1937207144 29301 7954788 28556968903992695 
0,7499628 
0,113723912843107 125779969993060 
0,1818321252 1952937068 
1,1701147238 1735289202 1701736308 1954047348 495958388592 211312260920 1801807223 1701736308 153455599822246552709816913659543631920 30248871442621123 
0,1768844917 1918985572 542339384752712220067272410741826930 
0,29113321653494124 139543318162310447100949092 32488822184109412 28259001237139319 
0,1634230632 1953390947 7499124 32766981529825126 1634230632 
0,7955816 1684106343 125780071048546 1918985576 28259048195715700 112615744565877 1768384868 7168355 1685024615 7172153 6447462 1918985593 107118371106659 7564151 
0,444234035047 
1,128017496502901 111516298932077 132458808293168 7237495 52983525188291 495891410786 125779936305507 435845427824 56282160575024 6581810 32774712454313057 448343926130 1819042147 65509593805707062451124528 1885434721 2074193446688941174626 120329685972273 
0,7102819 7498099 29113321804621165 
0,1702260588 1918985576 1926777695311913448819 
0,24932 30787869322864756 1684825448 110369710371440 
0,133532168448372 1870936150659670631282 1735287138 452722913131 
0,6582119 6579554 
0,1953394532 125779785441635 1936551789 113723912708461 6777186 1818322276 32195265799087474 31654301481134179 6384481 7364976 491260308851 
0,1768058727 1937011297 28542657956179811 
0,1802264948 
0,521375998320 110386806878058 30516 35713375393760016110509581684 28543843182079860 6451050 
1,474107080027869125113191 128038972186988 418380476270 435644491888 1650929716 1685024873 3371117 125780153691248 206967251651 435845427824 7633012 1685221239 32760384560328547 228525814584 110451197764201 29331884151301228 291770421604235778653925793808266545 
0,1953722220 1952670054 6645108 6645096 
0,435594162291 7018986898587541869 1851981891887217009011 478793197313388281100389 521510348146 1819045748 1701147238 
0,32480047632314982 1819042147 
0,7105641 1819042147 
0,28005 8747531370889178223 129074058195829 499850244711 1701669236 1797290193384049701473 6578547 2240298029690980099443 7453010377922931810 
0,1954046324 9145727403826675085476535427437 1751609953 1819242348 
0,1952937068 125762756439908 1851879276 7105641 7954800 6580589 8751164182992414054 7564400 
0,1819047280 1702060387 1851878512 7453010313414537331 1953394532 478793197307852084899683 461263496548 32495445208555892 521392779117 549830962470251878310253 
0,29113321653364851 521644502882 435459875172 491495844966 
0,1954047348 1953394532 1819042147 126879481686128 8317415603005518448 
0,1735750244 
0,6906212 32765890859591796 29113321670861155 7630700 7811894271529544052 453009175906 1819042147 1852796782 
0,30807634578923891 29806 2018293628110393926515 
0,499850244711 1819898996 
0,1818584422 120282260201835 
0,6906212 1952937068 1818321262 504314032741 
0,2146845523798439585891 7627361 
0,34177684928883046 448344782188 521325014900 
0,6578532 
1,478560413032 29113321671254372 521325014900 1702260588 1952540771 1953394532 2037933427 
1,925904952 1701147238 7631665 1801807223 3239790 418380476270 1701736308 29301 6451053 1801807223 7633012 418380476270 925904952 113723913304180 29301 495623364973 8513757795307627215778091595639 517264797552 224147093043 13431 7436085 1836216174 7308901791157990705 13873 
0,32491021206906226 7303778 1936683618 
0,29113321804621165 24932 25959 1702127982 7499124 
0,1701013870 7954788 37578729320230247674313469289 7308324500363175283 521510478181 1818584422 1701734758 113723913170786 495773378679 1953390947 8243102914964186482 
0,25956 1685024615 
1,418464555383 1684627820 435744763442 1818322290 29113321586650980 2129333263491756420972 127970252581220 29301 111516298932077 1852403562 7564149 32777976662876524 29113321586650980 30243645579093358 7633012 1802658160 232888088886 7633262 1630692197 7367731 7454421862046606019 
1,32760367514808163 7310308045059482994 491327481455 418380476270 1701736294 2110234914721125720419 7629160 521510348146 1819042147 64300760074859760017487920 8751168585183552868 
0,28259001136342386 1818845549 444234035047 549830962470251878310253 111477644486255 1802396002 125822936771681 2239073893917686785399 
0,1819242339 7105641 1952937068 6845289 
0,491328140659 6779757 27422285487825252 113723912841588 
0,1685024615 2037171606206283015777 133519602446178 29113321670403430 521325014900 125780071048546 1701867368 1685024615 7958370 8389754659168150127 435777793139 474147550577 
0,29798 1685024615 133507968131440859381854051 
0,1801677171 521375409518 495875092336 126926709552243 1952802150 495875092336 126926709552243 1952802150 435777793139 
0,474214396532 133508170760758696111927150 110403769230945 
0,6972001 29113321839027571 29113321888248947 6578532 
0,113724180491376 495841144676 1701667175 29799 113723912184178 435644491888 7106412 
1,495622975348 1801807223 28539428140183145 2000058016695949946161 25185 1634886003 507127469123564435828586 126197946943707868031446387 491327353455 131320444120934 35724284097586694448223579753 28542640894207341 
0,435778514803 1702060387 7233901 7234314156243055981 140723798091775788118733932 1952937068 2037171606206283015777 1936287793 1701210487 110386773516643 111477644881776 28538277089734706 474107727133424646190449 435509884723 1769105779 7453010364803148915 125779802486125 435459026032 461431071540 29113321654284131 2110237715130247898933 29113321653496176 544943076593310223525238 474180576793644730640438 1953722224 111477644486255 2036451863670014108471 2036427888 540516074196042858720824 7306916025951478125 111477644881776 7234316415412630113 8243120472774047085 521510348146 121424956188018 2147776066881617228386 
0,24932 7566690 444234035047 
0,1819042147 7308895159531233644 125779768604014 431198270305 1634627169 491260436846 2037171606206283015777 
0,29113321787582563 469785473636 1685024615 
0,2054190457 6649449 452655936111 110386756939618 495874698355 8314892193905337719 1868654956 
1,128017496502901 32760367514808163 126965162209140 2002874980 7237495 206967448259 435845427824 474107080027869125113191 1819042147 59507429182857015821613360 1684955500 469919427683 3290467 431265440118 495840670257 
0,2240013738894837444461 31084788817949285 7497060 1952937068 1936422252 1685024615 29794 128021825744742 1818521453 
0,1701407599 
0,133536529344611 495656529779 133541059850854 31069370221293171 
0,24953 521493244278 27766 474215639415 1952937068 1936615789 27753 521510348146 
1,126943973306483 1936613734 128038972186988 126943973306483 1937204590 7500915 29301 111516298932077 27511 1701147238 1701147238 1701736308 7633012 500136112243 925904952 8513757795307627215778091595639 4293546219827879263360108673072 1836216174 8084016519118877748 
0,7955816 7499124 1952802157 495689626978 3158841 
1,128017496502901 128017496502901 3158072 1701147238 32497614082108518 111533580514661 1819042147 13410 1752444977 1953523059 110425310589542 1701147238 1819042147 469919427683 64324335012931640373557552 9533499915501676580330192708563050146390370 
0,1701013870 126943972911219 444234033268 1918985591 128039038252398 110386789836916 30061 
0,7955816 2037933427 1936618850 7954788 1685221239 29113321704812397 28025 
0,1802465128 
0,1701867374 444234035047 1886221680 119225917400432 7499628 444234035047 1852399986 
0,31075949809397606 126926708634739 1684956531 
1,232837363768 1953722220 842113731 
0,2036490594 435728772968 1953394532 8315178135798901104 7741528752871661926 
0,6448486 1952937068 1702260588 7954788 1684956531 7563620 29301 110386924511606 495606198886 7239269 7105653 29799 28259001237135725 121424957302128 7763308 111542170183529 7563620 1702063980 29301 7763308 7501413 
0,1635346792 500068280676 7758184 119165719898483 128017497481576 431415715176 30506454560894581 7105641 1702060387 1953656691 1936160104 495656595059 
0,7826799 418498044276 1953719671 1835819376 1918985576 7234309758397735272 
0,7370105 7453010382134276720 29113321536774504 
1,29118836290974310 521359221094 500135717990 521510348146 1852403562 7564149 32777976881045862 29113321855611495 111516298932077 113723913298276 28538277257700723 1936159597 1685480306 7353650 128047729897583 7633012 211295417144 521510348146 
0,435727460451 110386907018355 448345170295 126879398260589 
0,32497601280631156 7957695015191405938 29113321704812397 
1,499850244711 491327481455 111516182736740 1936615789 111516182736740 7633012 1953719650 111494907916911 32482212363526516 128038972186988 107143955833187 126879481686128 1701147238 1819042147 266305300942691909136237 1701147238 60673927924300898194438192 8392585931859981106 7562100 
0,6840686 1999271007133612795248 25700 
0,25956 1886349427 
1,1701867368 28259069905759845 32772479322582883 1954047348 206984065334 122566244847085121111813749 2501882956306049566067275175152746829118727528 7234298780561928816 8513757795621942086988884504436 
0,7234935 29301 28548142445522796 495757648738 521610423905 6580599 7630436 2239870751818644612467 8023907 521610423905 7526475282302724195 1702195828 29113321855608947 1885693284 2037169923889067091553 1701994851 7763308 27413502598866283 418296783213 1701013870 7954788 24932 
0,7955816 7020656017300483961 8023907 1701734755 435544154466 7758184 469785474163 1752457570 
0,1701867374 121399237243492 1635149166 31647708741002596 24932 126922532022384 6907244 
0,7453010343479568500 444234035047 6776178 499883537008 32491047279093100 444234820710 28538298380477537 1634230632 7627127 1701669236 444234035047 
0,1819242339 1952937068 126879380237929 1735290732 1701867368 6777186 
0,1852267878100174729064 8243120472774047085 8023907 7233901 7234314156243055981 1952937068 34184235089551722 109304441107824 34165556075327336 39279265759271674565346270648067025170279 537045991533010080033954950131182691 1953722224 133495928852857896680752651587201427055 
0,1701407599 
1,14385 1937334628 3760558682030634341 28823076353567083 7234308714703253097 128038972186988 1937204590 521509888356 122566244847085121111813749 1684956531 1869772133 215590515512 
0,7959906 8025450 7959906 7496044 
0,7499628 
0,29113321654480759 1999265928527923602804 32776920251790707 435459551094 32496501618864752 
0,7954875790354773354 418531079791 1801807223 435594162786 126918051590754 444234035047 1752397165 
0,435476657524 29113321604213111 499850244711 7954788 107118353539681 
0,1701867374 3166872515 
0,1819043191 30506377082594669 8317708060499077485 27419012789397870 
0,126879398260589 123623997202796 
0,31654336125823095 1953394532 482737482867 
1,128017496502901 1819042147 59493372692103352938412336 7308895159531233644 52983525384899 1752392035 133532504061292 133532167856483 32480047565402985 34165556075327336 499984201569 521515500515601276497763 7562100 6644083 431415719777 31913540573802546 120329685972273 13873 2479203011 
1,128017496502901 1819042147 59493372692103352938412336 7308895159531233644 9622006770981083280355040784227 7894380 418565549923 7103844 7106419 34165556075327336 52983525122755 1752392035 499984201569 521515500515601276497763 7172208 3159345 6644083 7562100 495622906218 14386 125834827884645 
0,128017497481576 6907244 7237485 
0,28013 29113321670403430 133523644443763 521325014900 1918985572 
0,1701994852 110404021089395 1918985576 1802264948 
0,3166872515 6647662 7234914 444234035047 
0,6775149 29113321804621165 7304801 500068609904 
0,500068083053 111516215175533 1952867692 
0,28258996957835875 28259013886244195 1634103155 
0,115897064843363 29113321670861155 111516181425781 448343926130 27760 110386891417965 7102819 8022388 6779757 129086876705131 
0,126879296746096 1952937068 
0,2038068578 
1,1953394532 1953394532 1684956531 1952540771 241461245496 1684957542 29118836472034609 1685480306 680482271905816828168882310937891638626401649931574872074088 7234668 14385 495840224633 
